goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	boundsCode	boundsDesc	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	footnotes	sources	timeDetails	nature_2000	value_numeric_part_2000	value_is_censored_2000	value_detail_2000	nature_2001	value_numeric_part_2001	value_is_censored_2001	value_detail_2001	nature_2002	value_numeric_part_2002	value_is_censored_2002	value_detail_2002	nature_2003	value_numeric_part_2003	value_is_censored_2003	value_detail_2003	nature_2004	value_numeric_part_2004	value_is_censored_2004	value_detail_2004	nature_2005	value_numeric_part_2005	value_is_censored_2005	value_detail_2005	nature_2006	value_numeric_part_2006	value_is_censored_2006	value_detail_2006	nature_2007	value_numeric_part_2007	value_is_censored_2007	value_detail_2007	nature_2008	value_numeric_part_2008	value_is_censored_2008	value_detail_2008	nature_2009	value_numeric_part_2009	value_is_censored_2009	value_detail_2009	nature_2010	value_numeric_part_2010	value_is_censored_2010	value_detail_2010	nature_2011	value_numeric_part_2011	value_is_censored_2011	value_detail_2011	nature_2012	value_numeric_part_2012	value_is_censored_2012	value_detail_2012	nature_2013	value_numeric_part_2013	value_is_censored_2013	value_detail_2013	nature_2014	value_numeric_part_2014	value_is_censored_2014	value_detail_2014	nature_2015	value_numeric_part_2015	value_is_censored_2015	value_detail_2015	nature_2016	value_numeric_part_2016	value_is_censored_2016	value_detail_2016	nature_2017	value_numeric_part_2017	value_is_censored_2017	value_detail_2017	nature_2018	value_numeric_part_2018	value_is_censored_2018	value_detail_2018	value_numeric_part_latest	value_is_censored_latest	value_detail_latest	latest_year
15	15.1	15.1.2	ER_PTD_FRWRT	Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas (%)	2019.Q1.G.03	004	Afghanistan	034	Southern Asia	Country	AFG	1	66.02688198	33.83160199	UB	Upper bound	PERCENT	Percentage			G	Global		[2000-2018]: BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	0.11304	False	0.11304	2018
15	15.1	15.1.2	ER_PTD_FRWRT	Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas (%)	2019.Q1.G.03	004	Afghanistan	034	Southern Asia	Country	AFG	1	66.02688198	33.83160199	LB	Lower bound	PERCENT	Percentage			G	Global		[2000-2018]: BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	0.11304	False	0.11304	2018
15	15.1	15.1.2	ER_PTD_FRWRT	Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas (%)	2019.Q1.G.03	004	Afghanistan	034	Southern Asia	Country	AFG	1	66.02688198	33.83160199	_T	Mid-point	PERCENT	Percentage			G	Global		[2000-2018]: BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	C : Country data	0.11304	False	0.11304	0.11304	False	0.11304	2018
15	15.1	15.1.2	ER_PTD_FRWRT	Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas (%)	2019.Q1.G.03	008	Albania	039	Southern Europe	Country	ALB	1	20.06660928	41.13897007	UB	Upper bound	PERCENT	Percentage			G	Global		[2000-2018]: BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C : Country data	49.54194	False	49.54194	C : Country data	49.54194	False	49.54194	C : Country data	49.54194	False	49.54194	C : Country data	49.54194	False	49.54194	C : Country data	49.54194	False	49.54194	C : Country data	73.91273	False	73.91273	C : Country data	74.23987	False	74.23987	C : Country data	74.23987	False	74.23987	C : Country data	74.23987	False	74.23987	C : Country data	74.23987	False	74.23987	C : Country data	74.23987	False	74.23987	C : Country data	74.23987	False	74.23987	C : Country data	74.23987	False	74.23987	C : Country data	99.01331	False	99.01331	C : Country data	99.01331	False	99.01331	C : Country data	99.01331	False	99.01331	C : Country data	99.01331	False	99.01331	C : Country data	99.01331	False	99.01331	C : Country data	99.01331	False	99.01331	99.01331	False	99.01331	2018
15	15.1	15.1.2	ER_PTD_FRWRT	Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas (%)	2019.Q1.G.03	008	Albania	039	Southern Europe	Country	ALB	1	20.06660928	41.13897007	LB	Lower bound	PERCENT	Percentage			G	Global		[2000-2018]: BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C : Country data	49.54194	False	49.54194	C : Country data	49.54194	False	49.54194	C : Country data	49.54194	False	49.54194	C : Country data	49.54194	False	49.54194	C : Country data	49.54194	False	49.54194	C : Country data	73.91273	False	73.91273	C : Country data	74.23987	False	74.23987	C : Country data	74.23987	False	74.23987	C : Country data	74.23987	False	74.23987	C : Country data	74.23987	False	74.23987	C : Country data	74.23987	False	74.23987	C : Country data	74.23987	False	74.23987	C : Country data	74.23987	False	74.23987	C : Country data	99.01331	False	99.01331	C : Country data	99.01331	False	99.01331	C : Country data	99.01331	False	99.01331	C : Country data	99.01331	False	99.01331	C : Country data	99.01331	False	99.01331	C : Country data	99.01331	False	99.01331	99.01331	False	99.01331	2018
15	15.1	15.1.2	ER_PTD_FRWRT	Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas (%)	2019.Q1.G.03	008	Albania	039	Southern Europe	Country	ALB	1	20.06660928	41.13897007	_T	Mid-point	PERCENT	Percentage			G	Global		[2000-2018]: BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C : Country data	49.54194	False	49.54194	C : Country data	49.54194	False	49.54194	C : Country data	49.54194	False	49.54194	C : Country data	49.54194	False	49.54194	C : Country data	49.54194	False	49.54194	C : Country data	73.91273	False	73.91273	C : Country data	74.23987	False	74.23987	C : Country data	74.23987	False	74.23987	C : Country data	74.23987	False	74.23987	C : Country data	74.23987	False	74.23987	C : Country data	74.23987	False	74.23987	C : Country data	74.23987	False	74.23987	C : Country data	74.23987	False	74.23987	C : Country data	99.01331	False	99.01331	C : Country data	99.01331	False	99.01331	C : Country data	99.01331	False	99.01331	C : Country data	99.01331	False	99.01331	C : Country data	99.01331	False	99.01331	C : Country data	99.01331	False	99.01331	99.01331	False	99.01331	2018
15	15.1	15.1.2	ER_PTD_FRWRT	Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas (%)	2019.Q1.G.03	010	Antarctica	001	World	Country	ATA	0	21.47585697	-80.40897662	UB	Upper bound																																																																																									
15	15.1	15.1.2	ER_PTD_FRWRT	Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas (%)	2019.Q1.G.03	010	Antarctica	001	World	Country	ATA	0	21.47585697	-80.40897662	LB	Lower bound																																																																																									
15	15.1	15.1.2	ER_PTD_FRWRT	Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas (%)	2019.Q1.G.03	010	Antarctica	001	World	Country	ATA	0	21.47585697	-80.40897662	_T	Mid-point																																																																																									
15	15.1	15.1.2	ER_PTD_FRWRT	Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas (%)	2019.Q1.G.03	012	Algeria	015	Northern Africa	Country	DZA	1	2.678164227	28.15940032	UB	Upper bound	PERCENT	Percentage			G	Global		[2000-2018]: BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C : Country data	15.38462	False	15.38462	C : Country data	22.88467	False	22.88467	C : Country data	22.88467	False	22.88467	C : Country data	30.35034	False	30.35034	C : Country data	50.76374	False	50.76374	C : Country data	50.76374	False	50.76374	C : Country data	50.76374	False	50.76374	C : Country data	50.76374	False	50.76374	C : Country data	50.76374	False	50.76374	C : Country data	50.76374	False	50.76374	C : Country data	50.76374	False	50.76374	C : Country data	52.52907	False	52.52907	C : Country data	52.52907	False	52.52907	C : Country data	52.52907	False	52.52907	C : Country data	52.52907	False	52.52907	C : Country data	52.52907	False	52.52907	C : Country data	52.52907	False	52.52907	C : Country data	52.52907	False	52.52907	C : Country data	52.52907	False	52.52907	52.52907	False	52.52907	2018
